Dim_Lojas.Regiao,ID_Produto,total_vendas,qtd_vendas,ticket_medio,clientes_unicos,lojas_unicas,canais_unicos,idade_media_clientes,idade_std_clientes,fidelidade,vendas_por_cliente,vendas_por_loja,ticket_relativo,vendas_relativa_regiao,participacao_lojas,score_produto_regiao,<18,18-25,26-35,36-50,50+,concentracao_vendas_loja
METROPOLITANA DE SÃO PAULO,253399,1199.92,1199.92,1.0,4,4,1,37.0,0.0,0.0,299.98,299.98,0.22501022773762444,0.0005110331687195692,0.020618556701030927,0.09151783333144105,0.0,0.0,0.0,4.0,0.0,0.0
METROPOLITANA DE SALVADOR,224957,369.98,369.98,1.0,1,1,1,28.0,,0.0,369.98,369.98,0.22501022773762444,0.0029643040046867376,0.05,0.09151714493915034,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE SALVADOR,211423,369.98,369.98,1.0,1,1,1,59.0,,0.0,369.98,369.98,0.22501022773762444,0.0029643040046867376,0.05,0.09151714493915034,0.0,0.0,0.0,0.0,1.0,
METROPOLITANA DE SALVADOR,213966,369.98,369.98,1.0,1,1,1,37.0,,0.0,369.98,369.98,0.22501022773762444,0.0029643040046867376,0.05,0.09151714493915034,0.0,0.0,0.0,1.0,0.0,
CENTRO-NORTE PIAUIENSE,216278,59.96,59.96,1.0,2,1,1,28.0,1.4142135623730951,0.0,29.98,59.96,0.22501022773762444,0.0021442267873861103,0.2,0.09151644629445595,0.0,0.0,2.0,0.0,0.0,
METROPOLITANA DE SÃO PAULO,216208,1199.92,1199.94,0.9999833333333333,4,3,1,42.75,11.5,0.0,299.985,399.98,0.22500647756716213,0.0005110416865069003,0.015463917525773196,0.09151633667037107,0.0,0.0,0.0,3.0,1.0,173.19353375150396
NORTE CEARENSE,216593,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,252755,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,256741,199.98,199.98,1.0,1,1,1,44.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,211941,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,155931,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,155057,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,225406,199.98,199.98,1.0,1,1,1,46.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,202398,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,212068,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,212733,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,212067,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,216953,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,202399,199.98,199.98,1.0,1,1,1,28.0,,0.0,199.98,199.98,0.22501022773762444,0.0029604369094447967,0.14285714285714285,0.09151559810105356,0.0,0.0,1.0,0.0,0.0,
VALE DO PARAÍBA PAULISTA,256621,599.96,599.96,1.0,2,2,1,32.5,6.363961030678928,0.0,299.98,299.98,0.22501022773762444,0.0021374519553378143,0.10526315789473684,0.09151373636163662,0.0,0.0,1.0,1.0,0.0,0.0
VALE DO PARAÍBA PAULISTA,257401,599.96,599.96,1.0,2,2,1,37.0,0.0,0.0,299.98,299.98,0.22501022773762444,0.0021374519553378143,0.10526315789473684,0.09151373636163662,0.0,0.0,0.0,2.0,0.0,0.0
VALE DO PARAÍBA PAULISTA,197403,599.96,599.96,1.0,2,2,2,41.0,5.656854249492381,0.0,299.98,299.98,0.22501022773762444,0.0021374519553378143,0.10526315789473684,0.09151373636163662,0.0,0.0,0.0,2.0,0.0,0.0
VALE DO PARAÍBA PAULISTA,214860,599.96,599.96,1.0,2,2,1,37.0,0.0,0.0,299.98,299.98,0.22501022773762444,0.0021374519553378143,0.10526315789473684,0.09151373636163662,0.0,0.0,0.0,2.0,0.0,0.0
VALE DO PARAÍBA PAULISTA,253212,599.96,599.96,1.0,2,2,1,37.0,0.0,0.0,299.98,299.98,0.22501022773762444,0.0021374519553378143,0.10526315789473684,0.09151373636163662,0.0,0.0,0.0,2.0,0.0,0.0
VALE DO PARAÍBA PAULISTA,197504,599.96,599.96,1.0,2,2,1,37.0,0.0,0.0,299.98,299.98,0.22501022773762444,0.0021374519553378143,0.10526315789473684,0.09151373636163662,0.0,0.0,0.0,2.0,0.0,0.0
VALE DO PARAÍBA PAULISTA,145468,599.96,599.96,1.0,2,2,1,41.5,6.363961030678928,0.0,299.98,299.98,0.22501022773762444,0.0021374519553378143,0.10526315789473684,0.09151373636163662,0.0,0.0,0.0,2.0,0.0,0.0
VALE DO PARAÍBA PAULISTA,213917,599.96,599.96,1.0,2,2,1,37.0,0.0,0.0,299.98,299.98,0.22501022773762444,0.0021374519553378143,0.10526315789473684,0.09151373636163662,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,216404,1174.95,1174.95,1.0,4,1,1,37.0,0.0,0.0,293.7375,1174.95,0.22501022773762444,0.0005003987112366306,0.005154639175257732,0.09151357954844788,0.0,0.0,0.0,4.0,0.0,
SUDESTE PARAENSE,252776,189.99,189.99,1.0,1,1,1,37.0,,0.0,189.99,189.99,0.22501022773762444,0.002954562348745661,0.14285714285714285,0.09151324827677391,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,211052,189.99,189.99,1.0,1,1,1,37.0,,0.0,189.99,189.99,0.22501022773762444,0.002954562348745661,0.14285714285714285,0.09151324827677391,0.0,0.0,0.0,1.0,0.0,
SUL FLUMINENSE,225403,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029540151222294283,0.2,0.09151302938616741,0.0,0.0,0.0,1.0,0.0,
SUL FLUMINENSE,256742,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029540151222294283,0.2,0.09151302938616741,0.0,0.0,0.0,1.0,0.0,
SUL FLUMINENSE,157372,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029540151222294283,0.2,0.09151302938616741,0.0,0.0,0.0,1.0,0.0,
SUL FLUMINENSE,252485,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029540151222294283,0.2,0.09151302938616741,0.0,0.0,0.0,1.0,0.0,
SUL FLUMINENSE,197389,199.98,199.98,1.0,1,1,1,20.0,,0.0,199.98,199.98,0.22501022773762444,0.0029540151222294283,0.2,0.09151302938616741,0.0,1.0,0.0,0.0,0.0,
SUL FLUMINENSE,241704,199.98,199.98,1.0,1,1,1,47.0,,0.0,199.98,199.98,0.22501022773762444,0.0029540151222294283,0.2,0.09151302938616741,0.0,0.0,0.0,1.0,0.0,
NORTE CENTRAL PARANAENSE,210385,238.0,238.0,1.0,1,1,1,28.0,,0.0,238.0,238.0,0.22501022773762444,0.0029531441492940927,0.08333333333333333,0.09151268099699328,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE PORTO ALEGRE,250580,599.98,599.98,1.0,1,1,1,39.0,,0.0,599.98,599.98,0.22501022773762444,0.0029531152713142047,0.058823529411764705,0.09151266944580133,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE PORTO ALEGRE,217098,599.98,599.98,1.0,1,1,1,37.0,,0.0,599.98,599.98,0.22501022773762444,0.0029531152713142047,0.058823529411764705,0.09151266944580133,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE PORTO ALEGRE,256108,599.98,599.98,1.0,1,1,1,30.0,,0.0,599.98,599.98,0.22501022773762444,0.0029531152713142047,0.058823529411764705,0.09151266944580133,0.0,0.0,1.0,0.0,0.0,
METROPOLITANA DE PORTO ALEGRE,257566,599.98,599.98,1.0,1,1,1,37.0,,0.0,599.98,599.98,0.22501022773762444,0.0029531152713142047,0.058823529411764705,0.09151266944580133,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE PORTO ALEGRE,135018,599.98,599.98,1.0,1,1,1,37.0,,0.0,599.98,599.98,0.22501022773762444,0.0029531152713142047,0.058823529411764705,0.09151266944580133,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE PORTO ALEGRE,216646,599.98,599.98,1.0,1,1,1,45.0,,0.0,599.98,599.98,0.22501022773762444,0.0029531152713142047,0.058823529411764705,0.09151266944580133,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE PORTO ALEGRE,225284,599.98,599.98,1.0,1,1,1,37.0,,0.0,599.98,599.98,0.22501022773762444,0.0029531152713142047,0.058823529411764705,0.09151266944580133,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE SÃO PAULO,225768,1149.95,1149.95,1.0,4,2,2,37.5,1.0,0.0,287.4875,574.975,0.22501022773762444,0.0004897514770726953,0.010309278350515464,0.0915093206547823,0.0,0.0,0.0,4.0,0.0,162.62748860509407
SÃO FRANCISCO PERNAMBUCANO,225971,81.0,81.0,1.0,1,1,1,38.0,,0.0,81.0,81.0,0.22501022773762444,0.002942968539666311,0.3333333333333333,0.09150861075314216,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE RECIFE,214638,449.98,449.98,1.0,1,1,1,20.0,,0.0,449.98,449.98,0.22501022773762444,0.002941875629752811,0.07142857142857142,0.09150817358917678,0.0,1.0,0.0,0.0,0.0,
PRESIDENTE PRUDENTE,90661,47.96,47.96,1.0,2,1,1,34.0,4.242640687119285,0.0,23.98,47.96,0.22501022773762444,0.002122604767097679,0.3333333333333333,0.09150779748634057,0.0,0.0,1.0,1.0,0.0,
LITORAL SUL PAULISTA,241718,199.98,199.98,1.0,1,1,1,39.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,253408,199.98,199.98,1.0,1,1,1,29.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,1.0,0.0,0.0,
LITORAL SUL PAULISTA,214865,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,252498,199.98,199.98,1.0,1,1,1,60.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,0.0,0.0,1.0,
LITORAL SUL PAULISTA,212068,199.98,199.98,1.0,1,1,1,34.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,1.0,0.0,0.0,
LITORAL SUL PAULISTA,252486,199.98,199.98,1.0,1,1,1,39.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,256750,199.98,199.98,1.0,1,1,1,41.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,155055,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,214439,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,256751,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.0029386122749587708,0.14285714285714285,0.09150686824725915,0.0,0.0,0.0,1.0,0.0,
NORTE CEARENSE,209088,199.98,200.0,0.9998999999999999,1,1,1,32.0,,0.0,200.0,200.0,0.22498772671485065,0.002960732982743071,0.14285714285714285,0.09150671612126335,0.0,0.0,1.0,0.0,0.0,
DISTRITO FEDERAL,189333,635.0,635.0,1.0,1,1,1,49.0,,0.0,635.0,635.0,0.22501022773762444,0.0029308381731010264,0.037037037037037035,0.09150375860651605,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE SÃO PAULO,252666,1099.95,1099.95,1.0,4,3,2,37.0,0.0,0.0,274.9875,366.65000000000003,0.22501022773762444,0.0004684570087448247,0.015463917525773196,0.09150080286745116,0.0,0.0,0.0,4.0,0.0,127.01128571902579
METROPOLITANA DE CURITIBA,253414,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,214858,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,252364,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,256208,299.98,299.98,1.0,1,1,1,25.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,1.0,0.0,0.0,0.0,
METROPOLITANA DE CURITIBA,256215,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,252481,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,256576,299.98,299.98,1.0,1,1,1,41.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,213513,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,212812,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,212241,299.98,299.98,1.0,1,1,1,40.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,197402,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,197504,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,197403,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,212146,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,197400,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,204886,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,241682,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,241712,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,213304,299.98,299.98,1.0,1,1,1,55.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,0.0,1.0,
METROPOLITANA DE CURITIBA,213917,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,213915,299.98,299.98,1.0,1,1,1,43.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,213953,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,241466,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,251367,299.98,299.98,1.0,1,1,1,39.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,252482,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE CURITIBA,253865,299.98,299.98,1.0,1,1,1,37.0,,0.0,299.98,299.98,0.22501022773762444,0.002920243798205488,0.08333333333333333,0.09149952085655784,0.0,0.0,0.0,1.0,0.0,
NORTE MARANHENSE,203891,209.99,209.99,1.0,1,1,1,31.0,,0.0,209.99,209.99,0.22501022773762444,0.0029172773559873024,0.09090909090909091,0.09149833427967057,0.0,0.0,1.0,0.0,0.0,
NORTE MARANHENSE,156093,209.99,209.99,1.0,1,1,1,37.0,,0.0,209.99,209.99,0.22501022773762444,0.0029172773559873024,0.09090909090909091,0.09149833427967057,0.0,0.0,0.0,1.0,0.0,
NORTE MARANHENSE,204800,209.99,209.99,1.0,1,1,1,31.0,,0.0,209.99,209.99,0.22501022773762444,0.0029172773559873024,0.09090909090909091,0.09149833427967057,0.0,0.0,1.0,0.0,0.0,
NORTE MARANHENSE,190811,209.99,209.99,1.0,1,1,1,35.0,,0.0,209.99,209.99,0.22501022773762444,0.0029172773559873024,0.09090909090909091,0.09149833427967057,0.0,0.0,1.0,0.0,0.0,
NORTE MARANHENSE,142507,209.9,209.9,1.0,1,1,1,27.0,,0.0,209.9,209.9,0.22501022773762444,0.0029160270347242,0.09090909090909091,0.09149783415116533,0.0,0.0,1.0,0.0,0.0,
CAMPO DAS VERTENTES,45859,53.96,53.96,1.0,2,1,1,43.0,2.8284271247461903,0.0,26.98,53.96,0.22501022773762444,0.0020971644750598325,0.25,0.09149762136952543,0.0,0.0,0.0,2.0,0.0,
METROPOLITANA DE SÃO PAULO,225567,1079.94,1079.94,1.0,4,3,2,33.25,7.5,0.0,269.985,359.98,0.22501022773762444,0.0004599349625200109,0.015463917525773196,0.09149739404896123,0.0,1.0,0.0,3.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,136879,2999.94,2999.94,1.0,3,2,1,30.333333333333332,4.509249752822893,0.0,999.98,1499.97,0.22501022773762444,0.0012776425463102408,0.010309278350515464,0.09149714484025145,0.0,0.0,3.0,0.0,0.0,707.0926390509238
METROPOLITANA DE SÃO PAULO,136881,2999.94,2999.94,1.0,3,3,1,39.666666666666664,4.618802153517006,0.0,999.98,999.98,0.22501022773762444,0.0012776425463102408,0.015463917525773196,0.09149714484025145,0.0,0.0,0.0,3.0,0.0,0.0
LESTE POTIGUAR,222616,329.98,329.98,1.0,1,1,1,29.0,,0.0,329.98,329.98,0.22501022773762444,0.0029067972349925957,0.125,0.09149414223127268,0.0,0.0,1.0,0.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,241690,199.98,199.98,1.0,1,1,1,44.0,,0.0,199.98,199.98,0.22501022773762444,0.002905212326886506,0.1,0.09149350826803025,0.0,0.0,0.0,1.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,225420,199.98,199.98,1.0,1,1,1,36.0,,0.0,199.98,199.98,0.22501022773762444,0.002905212326886506,0.1,0.09149350826803025,0.0,0.0,0.0,1.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,241689,199.98,199.98,1.0,1,1,1,35.0,,0.0,199.98,199.98,0.22501022773762444,0.002905212326886506,0.1,0.09149350826803025,0.0,0.0,1.0,0.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,197563,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.002905212326886506,0.1,0.09149350826803025,0.0,0.0,0.0,1.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,253408,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.002905212326886506,0.1,0.09149350826803025,0.0,0.0,0.0,1.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,256744,199.98,199.98,1.0,1,1,1,44.0,,0.0,199.98,199.98,0.22501022773762444,0.002905212326886506,0.1,0.09149350826803025,0.0,0.0,0.0,1.0,0.0,
TRIÂNGULO MINEIRO/ALTO PARANAÍBA,197391,199.98,199.98,1.0,1,1,1,37.0,,0.0,199.98,199.98,0.22501022773762444,0.002905212326886506,0.1,0.09149350826803025,0.0,0.0,0.0,1.0,0.0,
NORDESTE MATO-GROSSENSE,211830,24.98,24.98,1.0,1,1,1,37.0,,0.0,24.98,24.98,0.22501022773762444,0.002904522823410129,1.0,0.09149323246663969,0.0,0.0,0.0,1.0,0.0,
LESTE SERGIPANO,211900,279.98,279.98,1.0,1,1,1,46.0,,0.0,279.98,279.98,0.22501022773762444,0.002900071118966722,0.08333333333333333,0.09149145178486233,0.0,0.0,0.0,1.0,0.0,
METROPOLITANA DE SÃO PAULO,253869,1039.92,1039.92,1.0,4,4,2,42.0,9.763879010584539,0.0,259.98,259.98,0.22501022773762444,0.00044289087007038335,0.020618556701030927,0.09149057641198138,0.0,0.0,1.0,2.0,1.0,0.0
METROPOLITANA DE SÃO PAULO,225400,1039.92,1039.92,1.0,4,4,3,43.5,13.674794331177344,0.0,259.98,259.98,0.22501022773762444,0.00044289087007038335,0.020618556701030927,0.09149057641198138,0.0,0.0,0.0,3.0,1.0,0.0
METROPOLITANA DE SÃO PAULO,225398,1039.92,1039.92,1.0,4,4,3,33.0,4.96655480858378,0.0,259.98,259.98,0.22501022773762444,0.00044289087007038335,0.020618556701030927,0.09149057641198138,0.0,0.0,2.0,2.0,0.0,0.0
METROPOLITANA DE SÃO PAULO,153734,1039.92,1039.92,1.0,4,1,1,26.0,0.0,0.0,259.98,1039.92,0.22501022773762444,0.00044289087007038335,0.005154639175257732,0.09149057641198138,0.0,0.0,4.0,0.0,0.0,
METROPOLITANA DE SÃO PAULO,220299,1039.92,1039.92,1.0,4,4,2,37.75,10.242883708539635,0.0,259.98,259.98,0.22501022773762444,0.00044289087007038335,0.020618556701030927,0.09149057641198138,0.0,0.0,1.0,2.0,1.0,0.0
METROPOLITANA DE SÃO PAULO,216922,1039.92,1039.92,1.0,4,4,1,29.0,7.52772652709081,0.0,259.98,259.98,0.22501022773762444,0.00044289087007038335,0.020618556701030927,0.09149057641198138,0.0,1.0,2.0,1.0,0.0,0.0
METROPOLITANA DE RECIFE,152824,443.0,443.0,1.0,1,1,1,70.0,,0.0,443.0,443.0,0.22501022773762444,0.0028962418418162924,0.07142857142857142,0.09148992007400217,0.0,0.0,0.0,0.0,1.0,
MACRO METROPOLITANA PAULISTA,146480,839.0,839.0,1.0,1,1,1,37.0,,0.0,839.0,839.0,0.22501022773762444,0.0028942768280230025,0.05,0.09148913406848484,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,204424,29.880000000000003,29.880000000000003,1.0,4,1,1,36.25,1.5,0.0,7.470000000000001,29.880000000000003,0.22501022773762444,0.0004390725811369541,0.14285714285714285,0.09148904909640801,0.0,0.0,1.0,3.0,0.0,
MACRO METROPOLITANA PAULISTA,205588,599.97,599.97,1.0,2,2,2,37.0,0.0,0.0,299.985,299.985,0.22501022773762444,0.0020697011543610974,0.1,0.09148663604124593,0.0,0.0,0.0,2.0,0.0,141.41428516949765
MACRO METROPOLITANA PAULISTA,253690,599.96,599.96,1.0,2,2,1,42.5,7.7781745930520225,0.0,299.98,299.98,0.22501022773762444,0.002069666657617021,0.1,0.0914866222425483,0.0,0.0,0.0,2.0,0.0,0.0
MACRO METROPOLITANA PAULISTA,256573,599.96,599.96,1.0,2,2,1,37.0,0.0,0.0,299.98,299.98,0.22501022773762444,0.002069666657617021,0.1,0.0914866222425483,0.0,0.0,0.0,2.0,0.0,0.0
MACRO METROPOLITANA PAULISTA,225255,599.96,599.96,1.0,2,2,1,37.0,0.0,0.0,299.98,299.98,0.22501022773762444,0.002069666657617021,0.1,0.0914866222425483,0.0,0.0,0.0,2.0,0.0,0.0
METROPOLITANA DE SALVADOR,252891,359.98,359.98,1.0,1,1,1,59.0,,0.0,359.98,359.98,0.22501022773762444,0.0028841833493895128,0.05,0.09148509667703145,0.0,0.0,0.0,0.0,1.0,
METROPOLITANA DE SALVADOR,225567,359.98,359.98,1.0,1,1,1,37.0,,0.0,359.98,359.98,0.22501022773762444,0.0028841833493895128,0.05,0.09148509667703145,0.0,0.0,0.0,1.0,0.0,
